Stabilizing video number: 0 with name: Crowd/0.avi
Exaggerated transform parameters in frame 57, X: 47, Y: -1, S: 1, R: 3.1e-10
Exaggerated transform parameters in frame 400, X: -31, Y: -34, S: 0.99, R: 0.037
Exaggerated transform parameters in frame 401, X: -34, Y: -30, S: 0.99, R: 0.032
Exaggerated transform parameters in frame 403, X: -28, Y: -33, S: 1, R: 0.042
Exaggerated transform parameters in frame 404, X: -23, Y: -31, S: 1, R: 0.052
Exaggerated transform parameters in frame 405, X: -18, Y: -33, S: 0.99, R: 0.054
Exaggerated transform parameters in frame 426, X: 12, Y: -32, S: 1, R: 2.2e-08
Exaggerated transform parameters in frame 429, X: 19, Y: -32, S: 1, R: -0.0098
Exaggerated transform parameters in frame 430, X: 22, Y: -33, S: 1, R: -0.013
Exaggerated transform parameters in frame 431, X: 23, Y: -32, S: 1, R: -0.016
Exaggerated transform parameters in frame 432, X: 26, Y: -30, S: 1, R: -0.018
Exaggerated transform parameters in frame 433, X: 28, Y: -30, S: 1, R: -0.02
Measurement of stabilizing video number: 6 with name: QuickRotation/6.avi
Cropping ratio: 0.88
Distortion value: 0.91
Stability score: 0.78
X translation stability score: 0.78
Y translation stability score: 0.79
Rotation stability score: 0.94
Stabilizing video number: 7 with name: QuickRotation/7.avi
Exaggerated transform parameters in frame 78, X: 23, Y: 30, S: 1, R: -1.7e-07
Exaggerated transform parameters in frame 79, X: 17, Y: 32, S: 1, R: 0.0056
Exaggerated transform parameters in frame 80, X: 10, Y: 32, S: 1, R: 0.0095
Exaggerated transform parameters in frame 81, X: 4.4, Y: 32, S: 1, R: 0.011
Exaggerated transform parameters in frame 82, X: -3.4, Y: 32, S: 1, R: 0.01
Exaggerated transform parameters in frame 88, X: -49, Y: 30, S: 0.97, R: 0.03
Exaggerated transform parameters in frame 89, X: -58, Y: 30, S: 0.97, R: 0.029
Exaggerated transform parameters in frame 90, X: -50, Y: 33, S: 0.93, R: 0.041
Exaggerated transform parameters in frame 91, X: -61, Y: 28, S: 0.94, R: 0.039
Exaggerated transform parameters in frame 92, X: -61, Y: 24, S: 0.94, R: 0.039
Exaggerated transform parameters in frame 93, X: -66, Y: 21, S: 0.95, R: 0.031
Exaggerated transform parameters in frame 94, X: -66, Y: 18, S: 0.95, R: 0.028
Exaggerated transform parameters in frame 95, X: -63, Y: 13, S: 0.95, R: 0.035
Exaggerated transform parameters in frame 96, X: -69, Y: 9.2, S: 0.97, R: 0.033
Erroneous transform parameters in frame 97, X: -72, Y: 6.2, S: 0.98, R: 0.031
Exaggerated transform parameters in frame 98, X: -69, Y: 8.5, S: 0.97, R: 0.03
Erroneous transform parameters in frame 99, X: -71, Y: 17, S: 0.96, R: 0.018
Erroneous transform parameters in frame 100, X: -71, Y: 8.5, S: 0.99, R: 0.025
Exaggerated transform parameters in frame 101, X: -70, Y: 8.5, S: 0.99, R: 0.021
Exaggerated transform parameters in frame 102, X: -68, Y: 14, S: 0.98, R: 0.013
Exaggerated transform parameters in frame 103, X: -66, Y: 15, S: 0.97, R: 0.016
Exaggerated transform parameters in frame 104, X: -63, Y: 16, S: 0.96, R: 0.019
Exaggerated transform parameters in frame 105, X: -58, Y: 16, S: 0.93, R: 0.026
Exaggerated transform parameters in frame 106, X: -65, Y: 14, S: 0.93, R: 0.035
Exaggerated transform parameters in frame 107, X: -57, Y: 13, S: 0.9, R: 0.049
Exaggerated transform parameters in frame 108, X: -52, Y: 11, S: 0.88, R: 0.064
Exaggerated transform parameters in frame 109, X: -59, Y: 8.3, S: 0.89, R: 0.065
Exaggerated transform parameters in frame 110, X: -54, Y: 4.4, S: 0.87, R: 0.071
Erroneous transform parameters in frame 111, X: -77, Y: 15, S: 0.91, R: 0.029
Exaggerated transform parameters in frame 112, X: -54, Y: 5.8, S: 0.87, R: 0.059
Erroneous transform parameters in frame 113, X: -1e+02, Y: -9.9, S: 1, R: 0.017
Exaggerated transform parameters in frame 114, X: -58, Y: 13, S: 0.88, R: 0.047
Erroneous transform parameters in frame 115, X: -1e+02, Y: 6.3, S: 0.99, R: 0.015
Erroneous transform parameters in frame 116, X: -74, Y: 15, S: 0.9, R: 0.042
Erroneous transform parameters in frame 117, X: -76, Y: 29, S: 0.91, R: 0.007
Erroneous transform parameters in frame 118, X: -78, Y: 9.3, S: 0.94, R: 0.027
Erroneous transform parameters in frame 119, X: -70, Y: 12, S: 0.93, R: 0.033
Erroneous transform parameters in frame 120, X: -70, Y: 8.6, S: 0.93, R: 0.04
Exaggerated transform parameters in frame 121, X: -68, Y: 9.6, S: 0.93, R: 0.033
Erroneous transform parameters in frame 122, X: -1.1e+02, Y: 23, S: 1, R: -0.034
Exaggerated transform parameters in frame 123, X: -67, Y: 19, S: 0.91, R: 0.027
Erroneous transform parameters in frame 124, X: -75, Y: 26, S: 0.9, R: 0.023
Erroneous transform parameters in frame 125, X: -86, Y: 20, S: 0.94, R: 0.013
Erroneous transform parameters in frame 126, X: -71, Y: 25, S: 0.91, R: 0.021
Exaggerated transform parameters in frame 127, X: -57, Y: 38, S: 0.88, R: 0.0029
Erroneous transform parameters in frame 128, X: -80, Y: 38, S: 0.9, R: -0.017
Erroneous transform parameters in frame 129, X: -76, Y: 36, S: 0.91, R: -0.016
Erroneous transform parameters in frame 130, X: -83, Y: 17, S: 0.94, R: 0.0013
Erroneous transform parameters in frame 131, X: -80, Y: 12, S: 0.96, R: 0.0028
Exaggerated transform parameters in frame 132, X: -63, Y: 29, S: 0.92, R: -0.0065
Exaggerated transform parameters in frame 133, X: -65, Y: 39, S: 0.91, R: -0.023
Exaggerated transform parameters in frame 134, X: -55, Y: 43, S: 0.88, R: -0.035
Exaggerated transform parameters in frame 135, X: -69, Y: 31, S: 0.91, R: -0.04
Exaggerated transform parameters in frame 136, X: -67, Y: 34, S: 0.92, R: -0.044
Erroneous transform parameters in frame 137, X: -73, Y: 9.8, S: 0.95, R: -0.0076
Erroneous transform parameters in frame 138, X: -71, Y: 22, S: 0.96, R: -0.024
Erroneous transform parameters in frame 139, X: -72, Y: 23, S: 0.97, R: -0.034
Exaggerated transform parameters in frame 140, X: -66, Y: 25, S: 0.96, R: -0.029
Erroneous transform parameters in frame 141, X: -72, Y: 25, S: 0.98, R: -0.029
Exaggerated transform parameters in frame 142, X: -68, Y: 19, S: 1, R: -0.01
Exaggerated transform parameters in frame 143, X: -70, Y: 20, S: 1, R: -0.015
Exaggerated transform parameters in frame 144, X: -68, Y: 21, S: 1, R: -0.02
Exaggerated transform parameters in frame 145, X: -68, Y: 22, S: 1, R: -0.027
Exaggerated transform parameters in frame 146, X: -65, Y: 23, S: 1, R: -0.029
Exaggerated transform parameters in frame 147, X: -65, Y: 26, S: 1, R: -0.036
Exaggerated transform parameters in frame 148, X: -63, Y: 28, S: 1, R: -0.039
Exaggerated transform parameters in frame 149, X: -65, Y: 28, S: 1, R: -0.043
Exaggerated transform parameters in frame 150, X: -62, Y: 28, S: 1, R: -0.042
Exaggerated transform parameters in frame 151, X: -62, Y: 28, S: 1, R: -0.044
Exaggerated transform parameters in frame 152, X: -61, Y: 27, S: 1, R: -0.043
Exaggerated transform parameters in frame 153, X: -60, Y: 25, S: 1, R: -0.043
Exaggerated transform parameters in frame 154, X: -58, Y: 22, S: 1, R: -0.039
Exaggerated transform parameters in frame 155, X: -58, Y: 19, S: 1.1, R: -0.035
Exaggerated transform parameters in frame 156, X: -57, Y: 16, S: 1.1, R: -0.034
Exaggerated transform parameters in frame 157, X: -53, Y: 15, S: 1.1, R: -0.032
Exaggerated transform parameters in frame 158, X: -52, Y: 14, S: 1, R: -0.032
Exaggerated transform parameters in frame 159, X: -52, Y: 14, S: 1, R: -0.034
Exaggerated transform parameters in frame 160, X: -50, Y: 15, S: 1, R: -0.035
Exaggerated transform parameters in frame 161, X: -51, Y: 12, S: 1, R: -0.033
Exaggerated transform parameters in frame 162, X: -51, Y: 7.8, S: 1, R: -0.026
Exaggerated transform parameters in frame 163, X: -52, Y: 1.4, S: 1, R: -0.015
Exaggerated transform parameters in frame 164, X: -51, Y: -2.2, S: 1, R: -0.0064
Exaggerated transform parameters in frame 165, X: -51, Y: -3.9, S: 1, R: -0.0012
Exaggerated transform parameters in frame 166, X: -49, Y: -3, S: 1, R: 0.00067
Exaggerated transform parameters in frame 167, X: -46, Y: -2.5, S: 1, R: 0.0053
Exaggerated transform parameters in frame 168, X: -47, Y: -0.077, S: 1, R: 0.0046
Exaggerated transform parameters in frame 169, X: -46, Y: 2.6, S: 1, R: 0.0036
Exaggerated transform parameters in frame 176, X: -45, Y: 16, S: 1, R: 7.4e-07
Exaggerated transform parameters in frame 224, X: 49, Y: -0.74, S: 1, R: -0.0037
Exaggerated transform parameters in frame 225, X: 57, Y: -4.2, S: 1, R: -0.0034
Exaggerated transform parameters in frame 226, X: 61, Y: -6.1, S: 1, R: -0.00017
Exaggerated transform parameters in frame 227, X: 61, Y: -4, S: 1, R: 3.5e-08
Exaggerated transform parameters in frame 228, X: 62, Y: -3, S: 1, R: -4.9e-09
Exaggerated transform parameters in frame 229, X: 60, Y: -3.8, S: 1, R: -0.00084
Exaggerated transform parameters in frame 230, X: 59, Y: -8, S: 1, R: -6.4e-08
Exaggerated transform parameters in frame 231, X: 57, Y: -12, S: 1, R: -2.8e-07
Exaggerated transform parameters in frame 232, X: 59, Y: -16, S: 1, R: 1.6e-06
Exaggerated transform parameters in frame 233, X: 60, Y: -17, S: 1, R: -0.0043
Exaggerated transform parameters in frame 234, X: 60, Y: -15, S: 1, R: -0.013
Exaggerated transform parameters in frame 235, X: 57, Y: -16, S: 1, R: -0.02
Exaggerated transform parameters in frame 236, X: 66, Y: -12, S: 1, R: -0.023
Exaggerated transform parameters in frame 237, X: 69, Y: -8.8, S: 1, R: -0.021
Erroneous transform parameters in frame 238, X: 75, Y: -5.1, S: 1, R: -0.01
Erroneous transform parameters in frame 239, X: 75, Y: -3.8, S: 1, R: -0.0021
Erroneous transform parameters in frame 240, X: 71, Y: -2.8, S: 1, R: -0.002
Exaggerated transform parameters in frame 241, X: 68, Y: -2.1, S: 1, R: -0.0029
Exaggerated transform parameters in frame 242, X: 68, Y: 3.4, S: 1, R: 0.0014
Exaggerated transform parameters in frame 243, X: 67, Y: 8.8, S: 1, R: 0.0026
Exaggerated transform parameters in frame 244, X: 69, Y: 14, S: 0.99, R: 0.0057
Erroneous transform parameters in frame 245, X: 73, Y: 18, S: 0.98, R: 0.013
Erroneous transform parameters in frame 246, X: 73, Y: 19, S: 0.96, R: 0.0075
Erroneous transform parameters in frame 247, X: 71, Y: 18, S: 0.98, R: 0.0087
Exaggerated transform parameters in frame 248, X: 69, Y: 18, S: 0.97, R: 0.012
Erroneous transform parameters in frame 249, X: 73, Y: 20, S: 0.96, R: 0.025
Exaggerated transform parameters in frame 250, X: 58, Y: 15, S: 0.98, R: 0.015
Exaggerated transform parameters in frame 251, X: 61, Y: 15, S: 0.99, R: 0.013
Exaggerated transform parameters in frame 252, X: 64, Y: 11, S: 1, R: 0.022
Exaggerated transform parameters in frame 253, X: 57, Y: 6.4, S: 1, R: 0.025
Exaggerated transform parameters in frame 254, X: 61, Y: -2.4, S: 1, R: 0.037
Exaggerated transform parameters in frame 255, X: 57, Y: -9.4, S: 1, R: 0.047
Exaggerated transform parameters in frame 256, X: 58, Y: -14, S: 1.1, R: 0.052
Erroneous transform parameters in frame 257, X: 74, Y: 19, S: 1, R: 0.0077
Exaggerated transform parameters in frame 258, X: 51, Y: -15, S: 1.1, R: 0.047
Exaggerated transform parameters in frame 259, X: 58, Y: -16, S: 1.1, R: 0.052
Exaggerated transform parameters in frame 260, X: 56, Y: -19, S: 1.1, R: 0.055
Exaggerated transform parameters in frame 261, X: 55, Y: -23, S: 1.1, R: 0.057
Exaggerated transform parameters in frame 262, X: 55, Y: -29, S: 1.1, R: 0.058
Exaggerated transform parameters in frame 263, X: 52, Y: -36, S: 1.1, R: 0.058
Exaggerated transform parameters in frame 264, X: 51, Y: -33, S: 1.1, R: 0.051
Exaggerated transform parameters in frame 265, X: 49, Y: -37, S: 1.1, R: 0.059
Exaggerated transform parameters in frame 266, X: 47, Y: -39, S: 1.1, R: 0.062
Exaggerated transform parameters in frame 267, X: 48, Y: -36, S: 1.1, R: 0.062
Exaggerated transform parameters in frame 268, X: 49, Y: -33, S: 1.1, R: 0.06
Exaggerated transform parameters in frame 269, X: 47, Y: -31, S: 1.1, R: 0.055
Exaggerated transform parameters in frame 270, X: 48, Y: -29, S: 1.1, R: 0.056
Exaggerated transform parameters in frame 271, X: 47, Y: -26, S: 1, R: 0.052
Exaggerated transform parameters in frame 272, X: 46, Y: -25, S: 1, R: 0.057
Exaggerated transform parameters in frame 273, X: 45, Y: -26, S: 1, R: 0.058
Exaggerated transform parameters in frame 274, X: 45, Y: -29, S: 1, R: 0.06
Exaggerated transform parameters in frame 275, X: 48, Y: -26, S: 1, R: 0.047
Exaggerated transform parameters in frame 299, X: 47, Y: -8, S: 1, R: 7.7e-07
Exaggerated transform parameters in frame 300, X: 48, Y: -11, S: 1, R: 8.9e-07
Exaggerated transform parameters in frame 301, X: 47, Y: -14, S: 1, R: -9.6e-08
Exaggerated transform parameters in frame 302, X: 48, Y: -16, S: 1, R: -5.8e-07
Exaggerated transform parameters in frame 303, X: 49, Y: -18, S: 1, R: 1.2e-06
Exaggerated transform parameters in frame 304, X: 51, Y: -21, S: 1, R: 1.5e-07
Exaggerated transform parameters in frame 305, X: 52, Y: -21, S: 1, R: 1.6e-07
Measurement of stabilizing video number: 7 with name: QuickRotation/7.avi
Cropping ratio: 0.91
Distortion value: 0.91
Stability score: 0.86
X translation stability score: 1
Y translation stability score: 0.86
Rotation stability score: 0.92
Stabilizing video number: 8 with name: QuickRotation/8.avi
Exaggerated transform parameters in frame 63, X: 46, Y: -5, S: 1, R: 1.5e-07
Exaggerated transform parameters in frame 64, X: 50, Y: -4, S: 1, R: 5.4e-08
Exaggerated transform parameters in frame 65, X: 51, Y: -3, S: 1, R: 1e-08
Exaggerated transform parameters in frame 66, X: 51, Y: -1, S: 1, R: 5.2e-09
Exaggerated transform parameters in frame 67, X: 51, Y: 1, S: 1, R: -5.2e-09
Exaggerated transform parameters in frame 68, X: 51, Y: 3, S: 1, R: -1e-08
Exaggerated transform parameters in frame 69, X: 51, Y: 5, S: 1, R: -3.2e-08
Exaggerated transform parameters in frame 70, X: 53, Y: 7, S: 1, R: -3.6e-07
Exaggerated transform parameters in frame 71, X: 53, Y: 9, S: 1, R: 6.1e-07
Exaggerated transform parameters in frame 72, X: 54, Y: 9.5, S: 1, R: 0.0012
Exaggerated transform parameters in frame 73, X: 54, Y: 11, S: 1, R: -5e-07
Exaggerated transform parameters in frame 74, X: 54, Y: 12, S: 1, R: -8.9e-08
Exaggerated transform parameters in frame 75, X: 54, Y: 13, S: 1, R: 2e-07
Exaggerated transform parameters in frame 76, X: 54, Y: 13, S: 1, R: 2e-07
Exaggerated transform parameters in frame 77, X: 55, Y: 13, S: 1, R: -3.2e-06
Exaggerated transform parameters in frame 78, X: 54, Y: 13, S: 1, R: 2e-07
Exaggerated transform parameters in frame 79, X: 54, Y: 13, S: 1, R: 2e-07
Exaggerated transform parameters in frame 80, X: 54, Y: 13, S: 1, R: 2e-07
Exaggerated transform parameters in frame 81, X: 54, Y: 12, S: 1, R: -8.9e-08
Exaggerated transform parameters in frame 82, X: 55, Y: 11, S: 1, R: 4.4e-07
Exaggerated transform parameters in frame 83, X: 56, Y: 10, S: 1, R: 1e-06
Exaggerated transform parameters in frame 84, X: 57, Y: 9, S: 1, R: 7e-07
Exaggerated transform parameters in frame 85, X: 57, Y: 9, S: 1, R: 7e-07
Exaggerated transform parameters in frame 86, X: 58, Y: 9, S: 1, R: -1.1e-07
Exaggerated transform parameters in frame 87, X: 58, Y: 10, S: 1, R: -2.9e-07
Exaggerated transform parameters in frame 88, X: 58, Y: 11, S: 1, R: 0.00052
Exaggerated transform parameters in frame 89, X: 55, Y: 11, S: 1, R: 4.4e-07
Exaggerated transform parameters in frame 90, X: 57, Y: 12, S: 1, R: 2.8e-07
Exaggerated transform parameters in frame 91, X: 57, Y: 12, S: 1, R: 2.8e-07
Exaggerated transform parameters in frame 92, X: 57, Y: 12, S: 1, R: 2.8e-07
Exaggerated transform parameters in frame 93, X: 57, Y: 12, S: 1, R: 2.8e-07
Exaggerated transform parameters in frame 94, X: 57, Y: 9.4, S: 1, R: 0.0041
Exaggerated transform parameters in frame 95, X: 59, Y: 8.8, S: 1, R: 0.0061
Exaggerated transform parameters in frame 96, X: 55, Y: 9, S: 1, R: -1e-06
Exaggerated transform parameters in frame 97, X: 60, Y: 8.1, S: 1, R: 0.002
Exaggerated transform parameters in frame 98, X: 65, Y: 9, S: 1, R: 0.0026
Exaggerated transform parameters in frame 99, X: 61, Y: 10, S: 1, R: 1.5e-07
Exaggerated transform parameters in frame 100, X: 63, Y: 11, S: 1, R: -1.2e-06
Exaggerated transform parameters in frame 101, X: 61, Y: 11, S: 1, R: 2.7e-07
Exaggerated transform parameters in frame 102, X: 60, Y: 11, S: 1, R: 3.9e-07
Exaggerated transform parameters in frame 103, X: 58, Y: 11, S: 1, R: -1.4e-06
Exaggerated transform parameters in frame 104, X: 58, Y: 12, S: 1, R: -1.7e-06
Exaggerated transform parameters in frame 105, X: 58, Y: 13, S: 1, R: -2.3e-06
Exaggerated transform parameters in frame 106, X: 58, Y: 14, S: 1, R: -3.1e-07
Exaggerated transform parameters in frame 107, X: 58, Y: 14, S: 1, R: -3.1e-07
Exaggerated transform parameters in frame 108, X: 58, Y: 14, S: 1, R: -3.1e-07
Exaggerated transform parameters in frame 109, X: 58, Y: 15, S: 1, R: -1.8e-07
Exaggerated transform parameters in frame 110, X: 57, Y: 16, S: 1, R: 4.7e-07
Exaggerated transform parameters in frame 111, X: 57, Y: 18, S: 1, R: -7.5e-07
Exaggerated transform parameters in frame 112, X: 56, Y: 20, S: 1, R: 5.4e-08
Exaggerated transform parameters in frame 113, X: 54, Y: 21, S: 1, R: 1.4e-07
Exaggerated transform parameters in frame 114, X: 53, Y: 21, S: 1, R: 1.4e-06
Exaggerated transform parameters in frame 115, X: 52, Y: 20, S: 1, R: 4.6e-07
Exaggerated transform parameters in frame 116, X: 51, Y: 19, S: 1, R: -9e-07
Exaggerated transform parameters in frame 117, X: 52, Y: 17, S: 1, R: 6.8e-07
Exaggerated transform parameters in frame 118, X: 52, Y: 15, S: 1, R: 3.4e-07
Exaggerated transform parameters in frame 119, X: 52, Y: 13, S: 1, R: -1.6e-06
Exaggerated transform parameters in frame 120, X: 52, Y: 11, S: 1, R: 4.8e-07
Exaggerated transform parameters in frame 121, X: 50, Y: 10, S: 1, R: 1.3e-06
Exaggerated transform parameters in frame 122, X: 49, Y: 10, S: 1, R: 1e-06
Exaggerated transform parameters in frame 123, X: 48, Y: 10, S: 1, R: -1.5e-06
Exaggerated transform parameters in frame 124, X: 48, Y: 10, S: 1, R: -1.5e-06
Exaggerated transform parameters in frame 125, X: 48, Y: 9, S: 1, R: -9.1e-07
Exaggerated transform parameters in frame 126, X: 48, Y: 7, S: 1, R: 1.2e-07
Exaggerated transform parameters in frame 127, X: 47, Y: 6, S: 1, R: -5.1e-07
Exaggerated transform parameters in frame 128, X: 48, Y: 6, S: 1, R: -3.9e-07
Exaggerated transform parameters in frame 129, X: 47, Y: 7, S: 1, R: -2.2e-07
Exaggerated transform parameters in frame 130, X: 47, Y: 8, S: 1, R: -7.7e-07
Exaggerated transform parameters in frame 131, X: 46, Y: 9, S: 1, R: -3.8e-08
Exaggerated transform parameters in frame 132, X: 45, Y: 6, S: 1, R: 3.2e-08
Exaggerated transform parameters in frame 142, X: 8.4, Y: -2.4, S: 1.1, R: -0.044
Exaggerated transform parameters in frame 151, X: 2.7, Y: -32, S: 1.1, R: 0.055
Erroneous transform parameters in frame 157, X: 83, Y: 38, S: 0.88, R: -0.064
Exaggerated transform parameters in frame 158, X: -22, Y: -41, S: 1.1, R: 0.052
Exaggerated transform parameters in frame 182, X: -46, Y: 5, S: 1, R: 1.5e-07
Exaggerated transform parameters in frame 183, X: -50, Y: 6, S: 1, R: 1.9e-07
Exaggerated transform parameters in frame 184, X: -50, Y: 7, S: 1, R: 4.1e-07
Exaggerated transform parameters in frame 185, X: -50, Y: 8, S: 1, R: 3.8e-07
Exaggerated transform parameters in frame 186, X: -49, Y: 9, S: 1, R: 3.7e-07
Exaggerated transform parameters in frame 187, X: -48, Y: 10, S: 1, R: 1.5e-06
Exaggerated transform parameters in frame 188, X: -47, Y: 11, S: 1, R: 8.3e-07
Exaggerated transform parameters in frame 189, X: -46, Y: 11, S: 1, R: 1.3e-08
Exaggerated transform parameters in frame 190, X: -46, Y: 14, S: 1, R: -0.011
Exaggerated transform parameters in frame 191, X: -46, Y: 16, S: 0.99, R: -0.027
Exaggerated transform parameters in frame 212, X: 47, Y: 8.6, S: 1, R: 0.0023
Exaggerated transform parameters in frame 213, X: 50, Y: 14, S: 1, R: -1.5e-07
Exaggerated transform parameters in frame 214, X: 51, Y: 16, S: 1, R: 0.0013
Exaggerated transform parameters in frame 215, X: 49, Y: 17, S: 1, R: 0.0042
Exaggerated transform parameters in frame 216, X: 49, Y: 12, S: 1, R: 0.016
Exaggerated transform parameters in frame 217, X: 51, Y: 8.1, S: 1, R: 0.027
Exaggerated transform parameters in frame 218, X: 47, Y: 3.2, S: 1, R: 0.037
Exaggerated transform parameters in frame 219, X: 49, Y: 1.6, S: 1, R: 0.04
Exaggerated transform parameters in frame 223, X: 46, Y: -9.7, S: 0.99, R: 0.048
Exaggerated transform parameters in frame 225, X: 42, Y: -16, S: 0.98, R: 0.05
Exaggerated transform parameters in frame 226, X: 39, Y: -18, S: 0.97, R: 0.05
Exaggerated transform parameters in frame 233, X: 2.4, Y: -26, S: 0.97, R: 0.074
Exaggerated transform parameters in frame 234, X: 13, Y: -15, S: 0.92, R: 0.064
Exaggerated transform parameters in frame 235, X: 14, Y: -2.4, S: 0.88, R: 0.052
Exaggerated transform parameters in frame 236, X: -2.1, Y: 0.85, S: 0.9, R: 0.057
Exaggerated transform parameters in frame 237, X: -13, Y: 4.1, S: 0.89, R: 0.066
Exaggerated transform parameters in frame 238, X: -36, Y: 3.7, S: 0.91, R: 0.063
Exaggerated transform parameters in frame 239, X: -59, Y: 3.1, S: 0.92, R: 0.061
Exaggerated transform parameters in frame 240, X: -69, Y: 8.7, S: 0.91, R: 0.05
Erroneous transform parameters in frame 241, X: -78, Y: 19, S: 0.92, R: 0.028
Erroneous transform parameters in frame 242, X: -80, Y: 22, S: 0.92, R: 0.01
Erroneous transform parameters in frame 243, X: -77, Y: 26, S: 0.91, R: 0.0039
Erroneous transform parameters in frame 244, X: -83, Y: 31, S: 0.93, R: -0.011
Erroneous transform parameters in frame 245, X: -85, Y: 31, S: 0.94, R: -0.021
Erroneous transform parameters in frame 246, X: -74, Y: 31, S: 0.92, R: -0.023
Erroneous transform parameters in frame 247, X: -72, Y: 21, S: 0.93, R: -0.0057
Exaggerated transform parameters in frame 248, X: -62, Y: 12, S: 0.93, R: 0.018
Erroneous transform parameters in frame 249, X: -73, Y: 13, S: 0.93, R: 0.012
Exaggerated transform parameters in frame 250, X: -67, Y: 16, S: 0.93, R: 0.0056
Exaggerated transform parameters in frame 251, X: -63, Y: 25, S: 0.91, R: -0.011
Exaggerated transform parameters in frame 252, X: -59, Y: 33, S: 0.89, R: -0.026
Erroneous transform parameters in frame 253, X: -75, Y: 29, S: 0.92, R: -0.04
Exaggerated transform parameters in frame 254, X: -63, Y: 31, S: 0.91, R: -0.037
Exaggerated transform parameters in frame 255, X: -58, Y: 35, S: 0.9, R: -0.051
Exaggerated transform parameters in frame 256, X: -55, Y: 35, S: 0.89, R: -0.062
Exaggerated transform parameters in frame 257, X: -36, Y: -27, S: 0.9, R: 0.064
Exaggerated transform parameters in frame 258, X: -50, Y: -25, S: 0.91, R: 0.029
Exaggerated transform parameters in frame 259, X: -55, Y: -25, S: 0.92, R: 0.017
Exaggerated transform parameters in frame 260, X: -53, Y: -26, S: 0.93, R: 0.0079
Exaggerated transform parameters in frame 261, X: -50, Y: -25, S: 0.94, R: 0.00063
Exaggerated transform parameters in frame 262, X: -47, Y: -22, S: 0.94, R: -0.0089
Exaggerated transform parameters in frame 272, X: 59, Y: -19, S: 0.97, R: 0.017
Erroneous transform parameters in frame 273, X: 73, Y: -23, S: 0.96, R: 0.031
Erroneous transform parameters in frame 274, X: 76, Y: -27, S: 0.96, R: 0.043
Erroneous transform parameters in frame 275, X: 82, Y: -29, S: 0.97, R: 0.05
Erroneous transform parameters in frame 276, X: 93, Y: -27, S: 0.95, R: 0.047
Erroneous transform parameters in frame 277, X: 72, Y: -25, S: 1, R: 0.013
Erroneous transform parameters in frame 278, X: 79, Y: -32, S: 0.99, R: 0.026
Erroneous transform parameters in frame 279, X: 76, Y: -31, S: 0.99, R: 0.022
Exaggerated transform parameters in frame 280, X: 68, Y: -27, S: 0.99, R: 0.011
Erroneous transform parameters in frame 281, X: 82, Y: -41, S: 1, R: 0.019
Erroneous transform parameters in frame 282, X: 78, Y: -32, S: 0.99, R: 0.0079
Exaggerated transform parameters in frame 283, X: 65, Y: -28, S: 1, R: 0.00094
Exaggerated transform parameters in frame 284, X: 61, Y: -28, S: 1, R: -0.0097
Exaggerated transform parameters in frame 285, X: 52, Y: -23, S: 1, R: -0.036
Exaggerated transform parameters in frame 286, X: 50, Y: -22, S: 1, R: -0.055
Exaggerated transform parameters in frame 287, X: 57, Y: -19, S: 1, R: -0.063
Exaggerated transform parameters in frame 288, X: 55, Y: -23, S: 1, R: -0.055
Exaggerated transform parameters in frame 289, X: 59, Y: -26, S: 1, R: -0.059
Exaggerated transform parameters in frame 290, X: 63, Y: -28, S: 1.1, R: -0.061
Erroneous transform parameters in frame 291, X: 77, Y: -32, S: 1.1, R: -0.047
Erroneous transform parameters in frame 292, X: 85, Y: -33, S: 1, R: -0.027
Erroneous transform parameters in frame 293, X: 86, Y: -29, S: 1, R: -0.021
Erroneous transform parameters in frame 294, X: 81, Y: -32, S: 1, R: -0.0092
Erroneous transform parameters in frame 295, X: 74, Y: -27, S: 1, R: -0.0078
Exaggerated transform parameters in frame 296, X: 60, Y: -30, S: 1, R: -0.0097
Exaggerated transform parameters in frame 297, X: 65, Y: -31, S: 1, R: 0.0051
Exaggerated transform parameters in frame 298, X: 62, Y: -28, S: 1, R: 0.015
Exaggerated transform parameters in frame 299, X: 55, Y: -26, S: 1, R: 0.022
Exaggerated transform parameters in frame 300, X: 52, Y: -21, S: 1, R: 0.024
Exaggerated transform parameters in frame 302, X: 56, Y: 4.6, S: 1, R: -0.019
Exaggerated transform parameters in frame 303, X: 55, Y: 3.6, S: 1, R: -0.017
Exaggerated transform parameters in frame 304, X: 56, Y: 4.7, S: 1, R: -0.014
Exaggerated transform parameters in frame 305, X: 48, Y: -4.9, S: 1, R: 0.0088
Exaggerated transform parameters in frame 306, X: 51, Y: 3.3, S: 1, R: -0.0022
Exaggerated transform parameters in frame 307, X: 50, Y: 11, S: 1, R: -0.0096
Exaggerated transform parameters in frame 308, X: 49, Y: 18, S: 1, R: -0.017
Exaggerated transform parameters in frame 309, X: 51, Y: 23, S: 1, R: -0.022
Exaggerated transform parameters in frame 310, X: 53, Y: 21, S: 1, R: -0.01
Exaggerated transform parameters in frame 311, X: 51, Y: 25, S: 1, R: -0.013
Exaggerated transform parameters in frame 312, X: 50, Y: 28, S: 1, R: -0.013
Exaggerated transform parameters in frame 313, X: 51, Y: 28, S: 1, R: -0.0096
Exaggerated transform parameters in frame 314, X: 52, Y: 27, S: 1, R: -0.0046
Exaggerated transform parameters in frame 315, X: 53, Y: 28, S: 1, R: -0.0086
